a18
 1.00000     0.00614
 0.99590     0.00719
 0.98925     0.00887
 0.98190     0.01070
 0.97372     0.01268
 0.96459     0.01484
 0.95445     0.01717
 0.94342     0.01962
 0.93209     0.02206
 0.92087     0.02440
 0.90950     0.02670
 0.89809     0.02895
 0.88686     0.03112
 0.87576     0.03321
 0.86470     0.03524
 0.85366     0.03723
 0.84257     0.03918
 0.83142     0.04109
 0.82018     0.04297
 0.80885     0.04482
 0.79742     0.04665
 0.78592     0.04844
 0.77437     0.05019
 0.76278     0.05191
 0.75118     0.05359
 0.73957     0.05523
 0.72796     0.05683
 0.71637     0.05840
 0.70480     0.05993
 0.69326     0.06143
 0.68173     0.06290
 0.67023     0.06432
 0.65875     0.06570
 0.64728     0.06703
 0.63583     0.06832
 0.62438     0.06955
 0.61293     0.07072
 0.60147     0.07183
 0.59000     0.07288
 0.57851     0.07387
 0.56699     0.07481
 0.55543     0.07571
 0.54383     0.07658
 0.53217     0.07743
 0.52048     0.07827
 0.50878     0.07911
 0.49715     0.07996
 0.48564     0.08081
 0.47431     0.08161
 0.46314     0.08230
 0.45209     0.08285
 0.44107     0.08321
 0.43001     0.08343
 0.41884     0.08356
 0.40754     0.08367
 0.39614     0.08382
 0.38469     0.08404
 0.37326     0.08429
 0.36187     0.08451
 0.35053     0.08466
 0.33925     0.08469
 0.32799     0.08460
 0.31675     0.08439
 0.30551     0.08404
 0.29425     0.08357
 0.28295     0.08297
 0.27161     0.08226
 0.26021     0.08145
 0.24877     0.08055
 0.23728     0.07958
 0.22577     0.07854
 0.21425     0.07744
 0.20273     0.07629
 0.19123     0.07509
 0.17975     0.07383
 0.16831     0.07252
 0.15691     0.07114
 0.14557     0.06968
 0.13429     0.06813
 0.12310     0.06645
 0.11207     0.06461
 0.10127     0.06259
 0.09077     0.06039
 0.08053     0.05800
 0.07021     0.05532
 0.05935     0.05219
 0.04881     0.04884
 0.04009     0.04578
 0.03286     0.04297
 0.02617     0.04003
 0.01867     0.03615
 0.01231     0.03227
 0.00867     0.02980
 0.00626     0.02798
 0.00449     0.02647
 0.00313     0.02515
 0.00207     0.02395
 0.00126     0.02284
 0.00065     0.02178
 0.00024     0.02077
 0.00002     0.01979
-0.00002     0.01882
 0.00015     0.01787
 0.00051     0.01691
 0.00107     0.01593
 0.00184     0.01492
 0.00285     0.01387
 0.00415     0.01274
 0.00583     0.01152
 0.00804     0.01013
 0.01116     0.00846
 0.01597     0.00631
 0.02271     0.00412
 0.02931     0.00273
 0.03619     0.00178
 0.04432     0.00108
 0.05465     0.00053
 0.06621     0.00016
 0.07752    -0.00003
 0.08846    -0.00006
 0.09951     0.00005
 0.11081     0.00032
 0.12231     0.00072
 0.13393     0.00122
 0.14562     0.00178
 0.15732     0.00237
 0.16899     0.00296
 0.18061     0.00359
 0.19216     0.00426
 0.20363     0.00499
 0.21505     0.00577
 0.22642     0.00656
 0.23776     0.00732
 0.24908     0.00801
 0.26038     0.00860
 0.27169     0.00911
 0.28300     0.00959
 0.29434     0.01010
 0.30575     0.01068
 0.31724     0.01135
 0.32883     0.01209
 0.34051     0.01287
 0.35220     0.01368
 0.36383     0.01449
 0.37533     0.01524
 0.38670     0.01592
 0.39796     0.01648
 0.40919     0.01691
 0.42047     0.01723
 0.43187     0.01748
 0.44339     0.01768
 0.45505     0.01789
 0.46678     0.01812
 0.47850     0.01836
 0.49022     0.01862
 0.50195     0.01888
 0.51363     0.01915
 0.52525     0.01940
 0.53682     0.01961
 0.54835     0.01978
 0.55987     0.01989
 0.57144     0.01995
 0.58305     0.01997
 0.59473     0.01998
 0.60645     0.01998
 0.61817     0.01999
 0.62989     0.01999
 0.64156     0.01998
 0.65319     0.01993
 0.66476     0.01984
 0.67629     0.01971
 0.68778     0.01952
 0.69924     0.01926
 0.71071     0.01893
 0.72220     0.01852
 0.73374     0.01805
 0.74533     0.01752
 0.75698     0.01694
 0.76867     0.01631
 0.78039     0.01566
 0.79212     0.01498
 0.80383     0.01429
 0.81548     0.01360
 0.82703     0.01290
 0.83849     0.01219
 0.84986     0.01148
 0.86118     0.01076
 0.87247     0.01002
 0.88381     0.00925
 0.89525     0.00847
 0.90687     0.00764
 0.91836     0.00680
 0.92966     0.00594
 0.94101     0.00506
 0.95249     0.00414
 0.96316     0.00325
 0.97275     0.00244
 0.98128     0.00169
 0.98891     0.00101
 0.99578     0.00039
 1.00000     0.00000
