Reynolds,File,Angle,Cl,Cd
100000,g30107,14.0,1.719,0.04977
100000,g30107,15.0,1.7031,0.06114
100000,g30107,16.0,1.6972,0.07297
100000,g30107,17.0,1.6844,0.08657
100000,g30107,18.0,1.6653,0.10178
100000,g30107,19.0,1.6203,0.12207
100000,g30107,20.0,1.5533,0.14891
100000,g3802,0,0.7258,0.02301
100000,g3802,1.0,0.7258,0.02301
100000,g3802,2.0,0.8616,0.02011
100000,g3802,3.0,0.9798,0.0179
100000,g3802,4.0,1.0875,0.0182
100000,g3802,5.0,1.1947,0.01895
100000,g3802,6.0,1.2937,0.02055
100000,g3802,7.0,1.3893,0.0225
100000,g3802,8.0,1.4742,0.02398
100000,g3802,9.0,1.5514,0.02561
100000,g3802,10.0,1.6047,0.02758
100000,g3802,11.0,1.5931,0.03158
100000,g3802,12.0,1.5657,0.04083
100000,g3802,13.0,1.5664,0.05066
100000,g3802,14.0,1.579,0.06134
100000,g3802,15,1.5777999999999999,0.07606
100000,g3802,16.0,1.5766,0.09078
100000,g3802,17.0,1.539,0.11075
100000,g3802,18.0,1.453,0.14041
100000,g3802,19.0,0.9616,0.23974
100000,g3802,20.0,0.9626,0.25624
100000,g38x7,0,0.7789,0.02329
100000,g38x7,1.0,0.7789,0.02329
100000,g38x7,2.0,0.9244,0.01994
100000,g38x7,3.0,1.0423,0.01768
100000,g38x7,4.0,1.1505,0.01838
100000,g38x7,5.0,1.2548,0.01964
100000,g38x7,6.0,1.3522,0.02149
100000,g38x7,7.0,1.4443,0.02363
100000,g38x7,8.0,1.5332,0.02569
100000,g38x7,9.0,1.612,0.02699
100000,g38x7,10.0,1.6748,0.02891
100000,g38x7,11.0,1.7065,0.03115
100000,g38x7,12.0,1.684,0.03555
100000,g38x7,13.0,1.6505,0.04504
100000,g38x7,14.0,1.6432,0.05567
100000,g38x7,15.0,1.6422,0.06699
100000,g38x7,16.0,1.6329,0.08047
100000,g38x7,17.0,1.6238,0.09557
100000,g38x7,18.0,1.5879,0.11518
100000,g38x7,19.0,1.4976,0.14696
100000,g38x7,20.0,0.9791,0.2532
100000,gint,0.0,0.6245,0.02671
100000,gint,1.0,0.7752,0.02233
100000,gint,2.0,0.905,0.0194
100000,gint,3.0,1.0138,0.01813
100000,gint,4.0,1.1226,0.01846
100000,gint,5.0,1.2258,0.01937
100000,gint,6.0,1.327,0.02068
100000,gint,7.0,1.4183,0.02261
100000,gint,8.0,1.5008,0.02409
100000,gint,9.0,1.5714,0.02598
100000,gint,10.0,1.6099,0.02873
100000,gint,11.0,1.591,0.03489
100000,gint,12.0,1.5737,0.04424
100000,gint,13.0,1.5533,0.05581
100000,gint,14.0,1.5373,0.06944
100000,gint,15.0,1.531,0.08345
100000,gint,16.0,1.5193,0.10002
100000,gint,17.0,1.4481,0.12556
100000,gint,18.0,1.2717,0.19245
100000,gint,19.0,0.8926,0.21992
100000,gint,20.0,0.891,0.23395
100000,gohan3,0.0,0.4649,0.03767
100000,gohan3,1.0,0.637,0.02674
100000,gohan3,2.0,0.7958,0.02175
100000,gohan3,3.0,0.9794,0.01844
100000,gohan3,4.0,1.0805,0.01899
100000,gohan3,5.0,1.1923,0.01988
100000,gohan3,6.0,1.2823,0.02182
100000,gohan3,7.0,1.3671,0.0237
100000,gohan3,8.0,1.4501,0.02492
100000,gohan3,9.0,1.525,0.02703
100000,gohan3,10.0,1.5949,0.02908
100000,gohan3,11.0,1.6293,0.03116
100000,gohan3,12.0,1.631,0.03391
100000,gohan3,13.0,1.5971,0.03954
100000,gohan3,14.0,1.5548,0.05062
100000,gohan3,15.0,1.5484,0.06138
100000,gohan3,16.0,1.5362,0.07375
100000,gohan3,17.0,1.4908,0.09155
100000,gohan3,18.0,1.4346,0.11337
100000,gohan3,19.0,1.2908,0.15933
100000,gohan3,20.0,1.1366,0.23195
100000,gohand1,0.0,0.4649,0.03767
100000,gohand1,1.0,0.637,0.02674
100000,gohand1,2.0,0.7958,0.02175
100000,gohand1,3.0,0.9794,0.01844
100000,gohand1,4.0,1.0805,0.01899
100000,gohand1,5.0,1.1923,0.01988
100000,gohand1,6.0,1.2823,0.02182
100000,gohand1,7.0,1.3671,0.0237
100000,gohand1,8.0,1.4501,0.02492
100000,gohand1,9.0,1.525,0.02703
100000,gohand1,10.0,1.5949,0.02908
100000,gohand1,11.0,1.6293,0.03116
100000,gohand1,12.0,1.631,0.03391
100000,gohand1,13.0,1.5971,0.03954
100000,gohand1,14.0,1.5548,0.05062
100000,gohand1,15.0,1.5484,0.06138
100000,gohand1,16.0,1.5362,0.07375
100000,gohand1,17.0,1.4908,0.09155
100000,gohand1,18.0,1.4346,0.11337
100000,gohand1,19.0,1.2908,0.15933
100000,gohand1,20.0,1.1366,0.23195
100000,gohand2,0.0,0.4649,0.03767
100000,gohand2,1.0,0.637,0.02674
100000,gohand2,2.0,0.7958,0.02175
100000,gohand2,3.0,0.9794,0.01844
100000,gohand2,4.0,1.0805,0.01899
100000,gohand2,5.0,1.1923,0.01988
100000,gohand2,6.0,1.2823,0.02182
100000,gohand2,7.0,1.3671,0.0237
100000,gohand2,8.0,1.4501,0.02492
100000,gohand2,9.0,1.525,0.02703
100000,gohand2,10.0,1.5949,0.02908
100000,gohand2,11.0,1.6293,0.03116
100000,gohand2,12.0,1.631,0.03391
100000,gohand2,13.0,1.5971,0.03954
100000,gohand2,14.0,1.5548,0.05062
100000,gohand2,15.0,1.5484,0.06138
100000,gohand2,16.0,1.5362,0.07375
100000,gohand2,17.0,1.4908,0.09155
100000,gohand2,18.0,1.4346,0.11337
100000,gohand2,19.0,1.2908,0.15933
100000,gohand2,20.0,1.1366,0.23195
100000,gohand3,0.0,0.4649,0.03767
100000,gohand3,1.0,0.637,0.02674
100000,gohand3,2.0,0.7958,0.02175
100000,gohand3,3.0,0.9794,0.01844
100000,gohand3,4.0,1.0805,0.01899
100000,gohand3,5.0,1.1923,0.01988
100000,gohand3,6.0,1.2823,0.02182
100000,gohand3,7.0,1.3671,0.0237
100000,gohand3,8.0,1.4501,0.02492
100000,gohand3,9.0,1.525,0.02703
100000,gohand3,10.0,1.5949,0.02908
100000,gohand3,11.0,1.6293,0.03116
100000,gohand3,12.0,1.631,0.03391
100000,gohand3,13.0,1.5971,0.03954
100000,gohand3,14.0,1.5548,0.05062
100000,gohand3,15.0,1.5484,0.06138
100000,gohand3,16.0,1.5362,0.07375
100000,gohand3,17.0,1.4908,0.09155
100000,gohand3,18.0,1.4346,0.11337
100000,gohand3,19.0,1.2908,0.15933
100000,gohand3,20.0,1.1366,0.23195
100000,gohand,0.0,0.4649,0.03767
100000,gohand,1.0,0.637,0.02674
100000,gohand,2.0,0.7958,0.02175
100000,gohand,3.0,0.9794,0.01844
100000,gohand,4.0,1.0805,0.01899
100000,gohand,5.0,1.1923,0.01988
100000,gohand,6.0,1.2823,0.02182
100000,gohand,7.0,1.3671,0.0237
100000,gohand,8.0,1.4501,0.02492
100000,gohand,9.0,1.525,0.02703
100000,gohand,10.0,1.5949,0.02908
100000,gohand,11.0,1.6293,0.03116
100000,gohand,12.0,1.631,0.03391
100000,gohand,13.0,1.5971,0.03954
100000,gohand,14.0,1.5548,0.05062
100000,gohand,15.0,1.5484,0.06138
100000,gohand,16.0,1.5362,0.07375
100000,gohand,17.0,1.4908,0.09155
100000,gohand,18.0,1.4346,0.11337
100000,gohand,19.0,1.2908,0.15933
100000,gohand,20.0,1.1366,0.23195
100000,gohan,0.0,0.4649,0.03767
100000,gohan,1.0,0.637,0.02674
100000,gohan,2.0,0.7958,0.02175
100000,gohan,3.0,0.9794,0.01844
100000,gohan,4.0,1.0805,0.01899
100000,gohan,5.0,1.1923,0.01988
100000,gohan,6.0,1.2823,0.02182
100000,gohan,7.0,1.3671,0.0237
100000,gohan,8.0,1.4501,0.02492
100000,gohan,9.0,1.525,0.02703
100000,gohan,10.0,1.5949,0.02908
100000,gohan,11.0,1.6293,0.03116
100000,gohan,12.0,1.631,0.03391
100000,gohan,13.0,1.5971,0.03954
100000,gohan,14.0,1.5548,0.05062
100000,gohan,15.0,1.5484,0.06138
100000,gohan,16.0,1.5362,0.07375
100000,gohan,17.0,1.4908,0.09155
100000,gohan,18.0,1.4346,0.11337
100000,gohan,19.0,1.2908,0.15933
100000,gohan,20.0,1.1366,0.23195
100000,goten Simulation,0.0,0.4649,0.03767
100000,goten Simulation,1.0,0.637,0.02674
100000,goten Simulation,2.0,0.7958,0.02175
100000,goten Simulation,3.0,0.9794,0.01844
100000,goten Simulation,4.0,1.0805,0.01899
100000,goten Simulation,5.0,1.1923,0.01988
100000,goten Simulation,6.0,1.2823,0.02182
100000,goten Simulation,7.0,1.3671,0.0237
100000,goten Simulation,8.0,1.4501,0.02492
100000,goten Simulation,9.0,1.525,0.02703
100000,goten Simulation,10.0,1.5949,0.02908
100000,goten Simulation,11.0,1.6293,0.03116
100000,goten Simulation,12.0,1.631,0.03391
100000,goten Simulation,13.0,1.5971,0.03954
100000,goten Simulation,14.0,1.5548,0.05062
100000,goten Simulation,15.0,1.5484,0.06138
100000,goten Simulation,16.0,1.5362,0.07375
100000,goten Simulation,17.0,1.4908,0.09155
100000,goten Simulation,18.0,1.4346,0.11337
100000,goten Simulation,19.0,1.2908,0.15933
100000,goten Simulation,20.0,1.1366,0.23195
100000,hew,0.0,0.3824,0.04167
100000,hew,1.0,0.4967,0.03546
100000,hew,2.0,0.6247,0.02399
100000,hew,3.0,0.0428,0.01051
100000,hew,4.0,0.1137,0.01333
100000,hew,5.0,0.2944,0.01703
100000,hew,6.0,0.3738,0.0208
100000,hew,7.0,0.4319,0.02546
100000,hew,8.0,0.4801,0.03174
100000,hew,9.0,0.5071,0.03584
100000,hew,10.0,0.5831,0.04027
100000,hew,11.0,0.6327,0.04797
100000,hew,12.0,0.6727,0.05874
100000,hew,13.0,0.7221,0.06737
100000,hew,14.0,1.666,0.03691
100000,hew,15.0,1.6515,0.04446
100000,hew,16.0,1.6338,0.05511
100000,hew,17.0,1.6166,0.06792
100000,hew,18.0,1.576,0.08387
100000,hew,19.0,1.3933,0.12946
100000,hew,20.0,1.1393,0.22261
100000,jadoo,0.0,0.6329,0.01892
100000,jadoo,1.0,0.8029,0.01689
100000,jadoo,2.0,0.962,0.01603
100000,jadoo,3.0,1.0864,0.01681
100000,jadoo,4.0,1.1951,0.01838
100000,jadoo,5.0,1.2929,0.02025
100000,jadoo,6.0,1.3834,0.02183
100000,jadoo,7.0,1.4559,0.02293
100000,jadoo,8.0,1.5066,0.02426
100000,jadoo,9.0,1.5165,0.02753
100000,jadoo,10.0,1.4645,0.03803
100000,jadoo,11.0,1.4538,0.0479
100000,jadoo,12.0,1.5073,0.05548
100000,jadoo,13.0,1.6038,0.06611
100000,jadoo,14.0,1.5675,0.08022
100000,jadoo,15.0,1.4996,0.09922
100000,jadoo,16,1.4996,0.09922
100000,jadoo,17,1.4996,0.09922
100000,jadoo,18,1.4996,0.09922
100000,jadoo,19,1.4996,0.09922
100000,jadoo,20,1.4996,0.09922
100000,j,0.0,0.2958,0.02277
100000,j,1.0,0.4221,0.02368
100000,j,2.0,0.5515,0.02426
100000,j,3.0,0.6868,0.02417
100000,j,4.0,0.8419,0.02272
100000,j,5.0,1.0116,0.01991
100000,j,6.0,1.1245,0.01859
100000,j,7.0,1.2032,0.01872
100000,j,8.0,1.2205,0.02185
100000,j,9.0,1.2108,0.029
100000,j,10.0,1.285,0.03751
100000,j,11.0,1.3424,0.05218
100000,j,12.0,1.3204,0.06275
100000,j,13.0,1.2486,0.07958
100000,j,14.0,1.136,0.10753
100000,j,15,1.136,0.10753
100000,j,16,1.136,0.10753
100000,j,17,1.136,0.10753
100000,j,18,1.136,0.10753
100000,j,19,1.136,0.10753
100000,j,20,1.136,0.10753
100000,KAP101,0.0,0.6451,0.0287
100000,KAP101,1.0,0.8426,0.02168
100000,KAP101,2.0,1.0715,0.01758
100000,KAP101,3.0,1.2006,0.01873
100000,KAP101,4.0,1.308,0.02055
100000,KAP101,5,1.40915,0.023
100000,KAP101,6.0,1.5103,0.02545
100000,KAP101,7.0,1.5937,0.02797
100000,KAP101,8.0,1.6676,0.03042
100000,KAP101,9.0,1.7235,0.0325
100000,KAP101,10.0,1.7618,0.03441
100000,KAP101,11.0,1.7835,0.03618
100000,KAP101,12.0,1.7824,0.03941
100000,KAP101,13.0,1.7573,0.04557
100000,KAP101,14.0,1.7266,0.05589
100000,KAP101,15.0,1.7051,0.06858
100000,KAP101,16.0,1.6836,0.08364
100000,KAP101,17.0,1.66,0.10078
100000,KAP101,18.0,1.5162,0.13904
100000,KAP101,19.0,1.2856,0.22127
100000,KAP101,20.0,1.2784,0.26932
100000,kap103,0.0,0.7531,0.0003
100000,kap103,1.0,0.8604,0.00084
100000,kap103,2.0,0.9299,0.00141
100000,kap103,3.0,0.8718,0.00378
100000,kap103,4,0.8718,0.00378
100000,kap103,5,0.8718,0.00378
100000,kap103,6,0.8718,0.00378
100000,kap103,7,0.8718,0.00378
100000,kap103,8,0.8718,0.00378
100000,kap103,9,0.8718,0.00378
100000,kap103,10,0.8718,0.00378
100000,kap103,11,0.8718,0.00378
100000,kap103,12,0.8718,0.00378
100000,kap103,13,0.8718,0.00378
100000,kap103,14,0.8718,0.00378
100000,kap103,15,0.8718,0.00378
100000,kap103,16,0.8718,0.00378
100000,kap103,17,0.8718,0.00378
100000,kap103,18,0.8718,0.00378
100000,kap103,19,0.8718,0.00378
100000,kap103,20,0.8718,0.00378
100000,KAP103,0.0,0.7531,0.0003
100000,KAP103,1.0,0.8604,0.00084
100000,KAP103,2.0,0.9299,0.00141
100000,KAP103,3.0,0.8718,0.00378
100000,KAP103,4,0.8718,0.00378
100000,KAP103,5,0.8718,0.00378
100000,KAP103,6,0.8718,0.00378
100000,KAP103,7,0.8718,0.00378
100000,KAP103,8,0.8718,0.00378
100000,KAP103,9,0.8718,0.00378
100000,KAP103,10,0.8718,0.00378
100000,KAP103,11,0.8718,0.00378
100000,KAP103,12,0.8718,0.00378
100000,KAP103,13,0.8718,0.00378
100000,KAP103,14,0.8718,0.00378
100000,KAP103,15,0.8718,0.00378
100000,KAP103,16,0.8718,0.00378
100000,KAP103,17,0.8718,0.00378
100000,KAP103,18,0.8718,0.00378
100000,KAP103,19,0.8718,0.00378
100000,KAP103,20,0.8718,0.00378
100000,kap105,0,0.7062,0.0282
100000,kap105,1.0,0.7062,0.0282
100000,kap105,2.0,0.8166,0.02606
100000,kap105,3.0,0.938,0.02336
100000,kap105,4.0,1.0614,0.02213
100000,kap105,5.0,1.1702,0.02193
100000,kap105,6.0,1.271,0.02212
100000,kap105,7.0,1.3708,0.0224
100000,kap105,8.0,1.4536,0.02443
100000,kap105,9.0,1.5276,0.02661
100000,kap105,10.0,1.5855,0.02914
100000,kap105,11.0,1.6105,0.03243
100000,kap105,12.0,1.588,0.03897
100000,kap105,13.0,1.5421,0.05123
100000,kap105,14.0,1.5238,0.06322
100000,kap105,15.0,1.5006,0.07776
100000,kap105,16.0,1.4619,0.09554
100000,kap105,17.0,1.4191,0.11617
100000,kap105,18.0,1.2416,0.17425
100000,kap105,19.0,1.1645,0.22507
100000,kap105,20.0,1.1602,0.25353
100000,KAp106,0.0,0.4831,0.02428
100000,KAp106,1.0,0.6994,0.01864
100000,KAp106,2.0,0.8876,0.0177
100000,KAp106,3.0,1.045,0.01819
100000,KAp106,4.0,1.148,0.01996
100000,KAp106,5.0,1.2485,0.02183
100000,KAp106,6.0,1.337,0.02395
100000,KAp106,7.0,1.4132,0.02628
100000,KAp106,8.0,1.4526,0.02571
100000,KAp106,9.0,1.492,0.02647
100000,KAp106,10.0,1.4987,0.02779
100000,KAp106,11.0,1.5099,0.03062
100000,KAp106,12.0,1.4909,0.03672
100000,KAp106,13.0,1.4389,0.04901
100000,KAp106,14.0,1.3851,0.06558
100000,KAp106,15.0,1.312,0.0875
100000,KAp106,16.0,1.2708,0.10677
100000,KAp106,17.0,1.2374,0.12614
100000,KAp106,18.0,1.2132,0.14451
100000,KAp106,19.0,1.2119,0.15815
100000,KAp106,20.0,1.2203,0.16975
100000,KAP111b,0.0,0.5958,0.03211
100000,KAP111b,1,0.8291,0.02735
100000,KAP111b,2,0.94575,0.02497
100000,KAP111b,3.0,1.0624,0.02259
100000,KAP111b,4.0,1.2249,0.02064
100000,KAP111b,5.0,1.3267,0.0212
100000,KAP111b,6.0,1.4289,0.02283
100000,KAP111b,7.0,1.5151,0.02473
100000,KAP111b,8.0,1.5804,0.02714
100000,KAP111b,9.0,1.6323,0.02939
100000,KAP111b,10.0,1.6396,0.03112
100000,KAP111b,11.0,1.6351,0.03511
100000,KAP111b,12.0,1.603,0.04247
100000,KAP111b,13.0,1.546,0.05636
100000,KAP111b,14.0,1.4773,0.07694
100000,KAP111b,15.0,1.4117,0.1015
100000,KAP111b,16.0,1.4094,0.11633
100000,KAP111b,17.0,1.3799,0.13821
100000,KAP111b,18.0,1.3111,0.17007
100000,KAP111b,19.0,1.2512,0.20741
100000,KAP111b,20.0,1.2063,0.2568
100000,KAP111d,0.0,0.6227,0.03417
100000,KAP111d,1.0,0.7556,0.03322
100000,KAP111d,2,0.90825,0.03084
100000,KAP111d,3.0,1.0609,0.02846
100000,KAP111d,4.0,1.2141,0.02636
100000,KAP111d,5.0,1.3355,0.02499
100000,KAP111d,6.0,1.4682,0.02363
100000,KAP111d,7.0,1.5675,0.02349
100000,KAP111d,8.0,1.5851,0.02525
100000,KAP111d,9.0,1.5769,0.02916
100000,KAP111d,10.0,1.5225,0.0393
100000,KAP111d,11.0,1.4854,0.05236
100000,KAP111d,12.0,1.5483,0.06087
100000,KAP111d,13.0,1.5763,0.0758
100000,KAP111d,14.0,1.5335,0.09023
100000,KAP111d,15.0,1.4857,0.10981
100000,KAP111d,16.0,1.3952,0.14131
100000,KAP111d,17,1.3952,0.14131
100000,KAP111d,18,1.3952,0.14131
100000,KAP111d,19,1.3952,0.14131
100000,KAP111d,20,1.3952,0.14131
100000,KAP111e,0.0,0.7427,0.02783
100000,KAP111e,1.0,0.907,0.02456
100000,KAP111e,2.0,1.0633,0.02164
100000,KAP111e,3.0,1.2179,0.02041
100000,KAP111e,4.0,1.3387,0.02078
100000,KAP111e,5.0,1.4463,0.02194
100000,KAP111e,6.0,1.5462,0.02367
100000,KAP111e,7.0,1.6424,0.0257
100000,KAP111e,8.0,1.7094,0.02773
100000,KAP111e,9.0,1.7589,0.02983
100000,KAP111e,10.0,1.7585,0.03259
100000,KAP111e,11.0,1.7345,0.03834
100000,KAP111e,12.0,1.7032,0.0488
100000,KAP111e,13.0,1.6668,0.0635
100000,KAP111e,14.0,1.6557,0.07874
100000,KAP111e,15.0,1.6472,0.09514
100000,KAP111e,16.0,1.611,0.11434
100000,KAP111e,17.0,1.5456,0.14359
100000,KAP111e,18.0,1.3249,0.23883
100000,KAP111e,19.0,1.3215,0.2744
100000,KAP111e,20.0,1.3499,0.29545
100000,KAP114,0.0,0.7594,0.03002
100000,KAP114,1,0.9284999999999999,0.026575
100000,KAP114,2.0,1.0976,0.02313
100000,KAP114,3.0,1.2463,0.02174
100000,KAP114,4.0,1.3753,0.02134
100000,KAP114,5.0,1.488,0.02236
100000,KAP114,6.0,1.5839,0.02429
100000,KAP114,7.0,1.67,0.02709
100000,KAP114,8.0,1.7311,0.02893
100000,KAP114,9.0,1.7413,0.03066
100000,KAP114,10.0,1.7491,0.0341
100000,KAP114,11.0,1.7251,0.04067
100000,KAP114,12.0,1.6734,0.05359
100000,KAP114,13.0,1.6033,0.07415
100000,KAP114,14.0,1.5292,0.10102
100000,KAP114,15.0,1.5074,0.12066
100000,KAP114,16.0,1.5169,0.13448
100000,KAP114,17.0,1.4994,0.15524
100000,KAP114,18.0,1.4325,0.19033
100000,KAP114,19.0,1.3473,0.24491
100000,KAP114,20.0,1.3442,0.27389
100000,KAP115,0.0,0.5992,0.02715
100000,KAP115,1.0,0.7507,0.02585
100000,KAP115,2.0,0.9259,0.02266
100000,KAP115,3.0,1.1206,0.01974
100000,KAP115,4.0,1.2723,0.01889
100000,KAP115,5.0,1.3671,0.0196
100000,KAP115,6.0,1.4329,0.02072
100000,KAP115,7.0,1.477,0.02233
100000,KAP115,8.0,1.4856,0.02599
100000,KAP115,9.0,1.459,0.03481
100000,KAP115,10.0,1.4668,0.04343
100000,KAP115,11.0,1.5519,0.05155
100000,KAP115,12.0,1.6035,0.06104
100000,KAP115,13.0,1.592,0.06839
100000,KAP115,14.0,1.576,0.08396
100000,KAP115,15.0,1.5271,0.104
100000,KAP115,16.0,1.4562,0.12981
100000,KAP115,17.0,1.2394,0.24675
100000,KAP115,18.0,1.2185,0.25061
100000,KAP115,19.0,1.2577,0.26531
100000,KAP115,20.0,1.2856,0.2956
100000,KAP16,0.0,0.6824,0.0265
100000,KAP16,1.0,0.8186,0.0234
100000,KAP16,2.0,0.9945,0.02141
100000,KAP16,3.0,1.1864,0.01953
100000,KAP16,4.0,1.3092,0.02002
100000,KAP16,5.0,1.4172,0.02138
100000,KAP16,6.0,1.5182,0.02311
100000,KAP16,7.0,1.616,0.02502
100000,KAP16,8.0,1.6859,0.02708
100000,KAP16,9.0,1.7416,0.02931
100000,KAP16,10.0,1.7572,0.0323
100000,KAP16,11.0,1.7335,0.03834
100000,KAP16,12.0,1.7087,0.04879
100000,KAP16,13.0,1.6819,0.06248
100000,KAP16,14.0,1.6192,0.08493
100000,KAP16,15.0,1.5937,0.10551
100000,KAP16,16.0,1.5701,0.12575
100000,KAP16,17,1.5151,0.156635
100000,KAP16,18.0,1.4601,0.18752
100000,KAP16,19.0,1.3574,0.25953
100000,KAP16,20.0,1.3623,0.28803
100000,kap17,0.0,0.733,0.02356
100000,kap17,1.0,0.869,0.02099
100000,kap17,2.0,1.0284,0.01896
100000,kap17,3.0,1.1606,0.01833
100000,kap17,4.0,1.2815,0.01874
100000,kap17,5.0,1.3862,0.0201
100000,kap17,6.0,1.4821,0.02179
100000,kap17,7.0,1.5651,0.02367
100000,kap17,8.0,1.635,0.02605
100000,kap17,9.0,1.6549,0.02853
100000,kap17,10.0,1.6371,0.03438
100000,kap17,11.0,1.5619,0.0491
100000,kap17,12.0,1.5379,0.06296
100000,kap17,13.0,1.508,0.0779
100000,kap17,14.0,1.4643,0.09859
100000,kap17,15.0,1.4081,0.12334
100000,kap17,16,1.4081,0.12334
100000,kap17,17,1.4081,0.12334
100000,kap17,18,1.4081,0.12334
100000,kap17,19,1.4081,0.12334
100000,kap17,20,1.4081,0.12334
100000,kap321,0.0,0.5035,0.01755
100000,kap321,1.0,0.6381,0.01741
100000,kap321,2.0,0.7569,0.01766
100000,kap321,3.0,0.8702,0.01806
100000,kap321,4.0,0.9806,0.01865
100000,kap321,5.0,1.0783,0.01983
100000,kap321,6.0,1.1727,0.02107
100000,kap321,7.0,1.2693,0.02256
100000,kap321,8.0,1.3468,0.02433
100000,kap321,9.0,1.4193,0.02631
100000,kap321,10.0,1.4647,0.02847
100000,kap321,11.0,1.4698,0.03189
100000,kap321,12.0,1.4353,0.03824
100000,kap321,13.0,1.3866,0.05025
100000,kap321,14.0,1.3418,0.06711
100000,kap321,15.0,1.3141,0.08497
100000,kap321,16.0,1.2739,0.10782
100000,kap321,17.0,1.203,0.13946
100000,kap321,18.0,1.0669,0.20414
100000,kap321,19.0,1.0614,0.23277
100000,kap321,20,1.0614,0.23277
100000,KAP32,0.0,0.6585,0.02213
100000,KAP32,1.0,0.7926,0.01863
100000,KAP32,2.0,0.9217,0.01827
100000,KAP32,3.0,1.0316,0.01875
100000,KAP32,4.0,1.1411,0.01937
100000,KAP32,5.0,1.2447,0.02039
100000,KAP32,6.0,1.3412,0.02177
100000,KAP32,7.0,1.4383,0.02325
100000,KAP32,8.0,1.5216,0.02497
100000,KAP32,9.0,1.5944,0.02687
100000,KAP32,10.0,1.6452,0.02941
100000,KAP32,11.0,1.6698,0.03287
100000,KAP32,12.0,1.6671,0.03853
100000,KAP32,13.0,1.653,0.04678
100000,KAP32,14.0,1.6309,0.05763
100000,KAP32,15.0,1.6031,0.07097
100000,KAP32,16.0,1.5749,0.08624
100000,KAP32,17.0,1.545,0.10334
100000,KAP32,18.0,1.5066,0.12384
100000,KAP32,19.0,1.2522,0.22078
100000,KAP32,20.0,1.2696,0.23862
100000,KAp33 Simulation,0.0,0.5035,0.01755
100000,KAp33 Simulation,1.0,0.6381,0.01741
100000,KAp33 Simulation,2.0,0.7569,0.01766
100000,KAp33 Simulation,3.0,0.8702,0.01806
100000,KAp33 Simulation,4.0,0.9806,0.01865
100000,KAp33 Simulation,5.0,1.0783,0.01983
100000,KAp33 Simulation,6.0,1.1727,0.02107
100000,KAp33 Simulation,7.0,1.2693,0.02256
100000,KAp33 Simulation,8.0,1.3468,0.02433
100000,KAp33 Simulation,9.0,1.4193,0.02631
100000,KAp33 Simulation,10.0,1.4647,0.02847
100000,KAp33 Simulation,11.0,1.4698,0.03189
100000,KAp33 Simulation,12.0,1.4353,0.03824
100000,KAp33 Simulation,13.0,1.3866,0.05025
100000,KAp33 Simulation,14.0,1.3418,0.06711
100000,KAp33 Simulation,15.0,1.3141,0.08497
100000,KAp33 Simulation,16.0,1.2739,0.10782
100000,KAp33 Simulation,17.0,1.203,0.13946
100000,KAp33 Simulation,18.0,1.0669,0.20414
100000,KAp33 Simulation,19.0,1.0614,0.23277
100000,KAp33 Simulation,20,1.0614,0.23277
100000,kap331,0.0,0.7566,0.02596
100000,kap331,1.0,0.9222,0.02166
100000,kap331,2.0,1.0516,0.01888
100000,kap331,3.0,1.1671,0.01959
100000,kap331,4.0,1.2745,0.02059
100000,kap331,5.0,1.3747,0.02214
100000,kap331,6.0,1.4696,0.02386
100000,kap331,7.0,1.559,0.02544
100000,kap331,8.0,1.6428,0.02742
100000,kap331,9.0,1.7032,0.02975
100000,kap331,10.0,1.7401,0.03275
100000,kap331,11.0,1.7519,0.03726
100000,kap331,12.0,1.7473,0.04392
100000,kap331,13.0,1.7344,0.05295
100000,kap331,14.0,1.7179,0.06465
100000,kap331,15.0,1.6748,0.07831
100000,kap331,16.0,1.6193,0.09759
100000,kap331,17.0,1.5694,0.11798
100000,kap331,18.0,1.2672,0.22039
100000,kap331,19.0,1.2448,0.25295
100000,kap331,20.0,1.2631,0.26431
100000,KAP33opt,0.0,0.6232,0.02665
100000,KAP33opt,1.0,0.7632,0.02187
100000,KAP33opt,2.0,0.8917,0.01797
100000,KAP33opt,3.0,1.0002,0.01848
100000,KAP33opt,4.0,1.1076,0.01929
100000,KAP33opt,5.0,1.2077,0.02059
100000,KAP33opt,6.0,1.3084,0.02203
100000,KAP33opt,7.0,1.3989,0.02374
100000,KAP33opt,8.0,1.494,0.0253
100000,KAP33opt,9.0,1.5717,0.02718
100000,KAP33opt,10.0,1.6403,0.02924
100000,KAP33opt,11.0,1.6875,0.03181
100000,KAP33opt,12.0,1.6981,0.03579
100000,KAP33opt,13.0,1.7046,0.04183
100000,KAP33opt,14.0,1.6958,0.0502
100000,KAP33opt,15.0,1.6823,0.06037
100000,KAP33opt,16.0,1.6526,0.07323
100000,KAP33opt,17.0,1.6148,0.08919
100000,KAP33opt,18.0,1.5637,0.10924
100000,KAP33opt,19.0,1.5112,0.13205
100000,KAP33opt,20,1.5112,0.13205
100000,KAP33,0.0,0.6232,0.02665
100000,KAP33,1.0,0.7632,0.02187
100000,KAP33,2.0,0.8917,0.01797
100000,KAP33,3.0,1.0002,0.01848
100000,KAP33,4.0,1.1076,0.01929
100000,KAP33,5.0,1.2077,0.02059
100000,KAP33,6.0,1.3084,0.02203
100000,KAP33,7.0,1.3989,0.02374
100000,KAP33,8.0,1.494,0.0253
100000,KAP33,9.0,1.5717,0.02718
