Reynolds,File,Angle,Cl,Cd
100000,KAP33,10.0,1.6403,0.02924
100000,KAP33,11.0,1.6875,0.03181
100000,KAP33,12.0,1.6981,0.03579
100000,KAP33,13.0,1.7046,0.04183
100000,KAP33,14.0,1.6958,0.0502
100000,KAP33,15.0,1.6823,0.06037
100000,KAP33,16.0,1.6526,0.07323
100000,KAP33,17.0,1.6148,0.08919
100000,KAP33,18.0,1.5637,0.10924
100000,KAP33,19.0,1.5112,0.13205
100000,KAP33,20,1.5112,0.13205
100000,kap34,0.0,0.5116,0.02452
100000,kap34,1.0,0.647,0.02218
100000,kap34,2.0,0.8503,0.02028
100000,kap34,3.0,0.9773,0.02034
100000,kap34,4.0,1.1052,0.02022
100000,kap34,5.0,1.2171,0.02088
100000,kap34,6.0,1.3224,0.02197
100000,kap34,7.0,1.4119,0.02358
100000,kap34,8.0,1.4785,0.0249
100000,kap34,9.0,1.5407,0.02692
100000,kap34,10.0,1.5609,0.02963
100000,kap34,11.0,1.5626,0.03376
100000,kap34,12.0,1.5445,0.04107
100000,kap34,13.0,1.5209,0.05147
100000,kap34,14.0,1.4867,0.06553
100000,kap34,15.0,1.4451,0.08398
100000,kap34,16.0,1.4069,0.10392
100000,kap34,17.0,1.3544,0.12862
100000,kap34,18.0,1.1642,0.20686
100000,kap34,19.0,1.1543,0.23706
100000,kap34,20.0,1.15,0.26952
100000,kap35+l,0.0,0.6508,0.02638
100000,kap35+l,1.0,0.7566,0.02466
100000,kap35+l,2.0,0.8906,0.02232
100000,kap35+l,3.0,1.0148,0.02126
100000,kap35+l,4.0,1.1161,0.02191
100000,kap35+l,5.0,1.223,0.02205
100000,kap35+l,6.0,1.3247,0.02246
100000,kap35+l,7.0,1.4239,0.02285
100000,kap35+l,8.0,1.4948,0.0246
100000,kap35+l,9.0,1.5574,0.02756
100000,kap35+l,10.0,1.6125,0.03216
100000,kap35+l,11.0,1.6397,0.03738
100000,kap35+l,12.0,1.6292,0.04258
100000,kap35+l,13.0,1.612,0.05062
100000,kap35+l,14.0,1.5761,0.06249
100000,kap35+l,15.0,1.5126,0.08121
100000,kap35+l,16.0,1.4628,0.10066
100000,kap35+l,17.0,1.3957,0.12486
100000,kap35+l,18.0,1.181,0.207
100000,kap35+l,19.0,1.1477,0.2446
100000,kap35+l,20,1.1477,0.2446
100000,kap35,0.0,0.6231,0.02725
100000,kap35,1.0,0.7283,0.02534
100000,kap35,2.0,0.8526,0.02368
100000,kap35,3.0,0.9754,0.02118
100000,kap35,4.0,1.0755,0.02188
100000,kap35,5.0,1.1782,0.02248
100000,kap35,6.0,1.2797,0.02323
100000,kap35,7.0,1.3764,0.02375
100000,kap35,8.0,1.4612,0.02502
100000,kap35,9.0,1.5298,0.02711
100000,kap35,10.0,1.5873,0.03136
100000,kap35,11.0,1.6166,0.03613
100000,kap35,12.0,1.6203,0.04177
100000,kap35,13.0,1.6112,0.05002
100000,kap35,14.0,1.5838,0.06116
100000,kap35,15.0,1.5368,0.07503
100000,kap35,16.0,1.465,0.09723
100000,kap35,17.0,1.3648,0.12878
100000,kap35,18.0,1.183,0.19582
100000,kap35,19.0,1.1497,0.23271
100000,kap35,20.0,1.1308,0.2656
100000,kap36,0.0,0.7038,0.02131
100000,kap36,1.0,0.8306,0.01862
100000,kap36,2.0,0.9446,0.01898
100000,kap36,3.0,1.0522,0.01979
100000,kap36,4.0,1.1558,0.02089
100000,kap36,5.0,1.2562,0.02213
100000,kap36,6.0,1.3528,0.02349
100000,kap36,7.0,1.4444,0.02491
100000,kap36,8.0,1.5298,0.02651
100000,kap36,9.0,1.6074,0.0284
100000,kap36,10.0,1.6604,0.03121
100000,kap36,11.0,1.6832,0.035
100000,kap36,12.0,1.6819,0.0408
100000,kap36,13.0,1.6659,0.04948
100000,kap36,14.0,1.6333,0.06139
100000,kap36,15.0,1.5883,0.07731
100000,kap36,16.0,1.5327,0.09716
100000,kap36,17,1.4506999999999999,0.127195
100000,kap36,18.0,1.3687,0.15723
100000,kap36,19.0,1.2027,0.23912
100000,kap36,20.0,1.2182,0.25326
100000,kap38,0.0,0.6524,0.02455
100000,kap38,1.0,0.7775,0.02243
100000,kap38,2.0,0.9026,0.02003
100000,kap38,3.0,1.0158,0.02032
100000,kap38,4.0,1.1187,0.02104
100000,kap38,5.0,1.2198,0.02194
100000,kap38,6.0,1.3185,0.02283
100000,kap38,7.0,1.4131,0.02403
100000,kap38,8.0,1.5032,0.02583
100000,kap38,9.0,1.5681,0.02786
100000,kap38,10.0,1.6196,0.03081
100000,kap38,11.0,1.6463,0.03504
100000,kap38,12.0,1.6519,0.04103
100000,kap38,13.0,1.6398,0.04932
100000,kap38,14.0,1.6113,0.06064
100000,kap38,15.0,1.5639,0.07604
100000,kap38,16.0,1.5066,0.09555
100000,kap38,17.0,1.4378,0.12095
100000,kap38,18.0,1.1826,0.2111
100000,kap38,19.0,1.1884,0.2279
100000,kap38,20.0,1.1764,0.25961
100000,kap39,0.0,0.7016,0.02405
100000,kap39,1.0,0.8477,0.01965
100000,kap39,2.0,0.9807,0.01907
100000,kap39,3.0,1.0998,0.01935
100000,kap39,4.0,1.2114,0.02004
100000,kap39,5.0,1.3185,0.02122
100000,kap39,6.0,1.4127,0.02291
100000,kap39,7.0,1.4994,0.02454
100000,kap39,8.0,1.58,0.0261
100000,kap39,9.0,1.6461,0.02849
100000,kap39,10.0,1.6814,0.03137
100000,kap39,11.0,1.6941,0.03638
100000,kap39,12.0,1.6866,0.04336
100000,kap39,13.0,1.6656,0.0529
100000,kap39,14.0,1.6292,0.06581
100000,kap39,15,1.56955,0.08606
100000,kap39,16.0,1.5099,0.10631
100000,kap39,17.0,1.4597,0.13006
100000,kap39,18.0,1.3797,0.1639
100000,kap39,19.0,1.2476,0.23056
100000,kap39,20.0,1.2362,0.26428
100000,KAP434,0.0,0.5116,0.02452
100000,KAP434,1.0,0.647,0.02218
100000,KAP434,2.0,0.8503,0.02028
100000,KAP434,3.0,0.9773,0.02034
100000,KAP434,4.0,1.1052,0.02022
100000,KAP434,5.0,1.2171,0.02088
100000,KAP434,6.0,1.3224,0.02197
100000,KAP434,7.0,1.4119,0.02358
100000,KAP434,8.0,1.4785,0.0249
100000,KAP434,9.0,1.5407,0.02692
100000,KAP434,10.0,1.5609,0.02963
100000,KAP434,11.0,1.5626,0.03376
100000,KAP434,12.0,1.5445,0.04107
100000,KAP434,13.0,1.5209,0.05147
100000,KAP434,14.0,1.4867,0.06553
100000,KAP434,15.0,1.4451,0.08398
100000,KAP434,16.0,1.4069,0.10392
100000,KAP434,17.0,1.3544,0.12862
100000,KAP434,18.0,1.1642,0.20686
100000,KAP434,19.0,1.1543,0.23706
100000,KAP434,20.0,1.15,0.26952
100000,KAP544,0.0,0.6193,0.02743
100000,KAP544,1.0,0.7439,0.02406
100000,KAP544,2.0,0.8576,0.02313
100000,KAP544,3.0,0.9729,0.02137
100000,KAP544,4.0,1.0819,0.02133
100000,KAP544,5.0,1.1776,0.02281
100000,KAP544,6.0,1.2766,0.02392
100000,KAP544,7.0,1.3758,0.0244
100000,KAP544,8.0,1.4665,0.02616
100000,KAP544,9.0,1.5417,0.02813
100000,KAP544,10.0,1.5963,0.03082
100000,KAP544,11.0,1.5915,0.03393
100000,KAP544,12.0,1.5814,0.04123
100000,KAP544,13.0,1.5452,0.05368
100000,KAP544,14.0,1.4619,0.07514
100000,KAP544,15.0,1.4093,0.0949
100000,KAP544,16.0,1.3695,0.11413
100000,KAP544,17,1.2993000000000001,0.14699
100000,KAP544,18.0,1.2291,0.17985
100000,KAP544,19.0,1.1789,0.22101
100000,KAP544,20.0,1.1321,0.27009
100000,kap565,0.0,0.675,0.02276
100000,kap565,1.0,0.8042,0.02072
100000,kap565,2.0,0.9486,0.02011
100000,kap565,3.0,1.0721,0.02014
100000,kap565,4.0,1.1805,0.02068
100000,kap565,5.0,1.2823,0.02165
100000,kap565,6.0,1.3768,0.02278
100000,kap565,7.0,1.4658,0.02429
100000,kap565,8.0,1.5452,0.02575
100000,kap565,9.0,1.6083,0.028
100000,kap565,10.0,1.6387,0.03109
100000,kap565,11.0,1.6509,0.03588
100000,kap565,12.0,1.6595,0.04323
100000,kap565,13.0,1.6454,0.05265
100000,kap565,14.0,1.6146,0.06357
100000,kap565,15.0,1.5725,0.07855
100000,kap565,16.0,1.5287,0.09566
100000,kap565,17.0,1.2457,0.17542
100000,kap565,18.0,1.1915,0.21635
100000,kap565,19.0,1.2018,0.23018
100000,kap565,20.0,1.185,0.26361
100000,KAP6.5,0.0,0.3408,0.03158
100000,KAP6.5,1.0,0.5617,0.02066
100000,KAP6.5,2.0,0.7216,0.01871
100000,KAP6.5,3.0,0.8874,0.01734
100000,KAP6.5,4.0,1.0411,0.01561
100000,KAP6.5,5.0,1.1338,0.01632
100000,KAP6.5,6.0,1.2047,0.01769
100000,KAP6.5,7.0,1.2102,0.02159
100000,KAP6.5,8.0,1.2682,0.02414
100000,KAP6.5,9.0,1.3077,0.02786
100000,KAP6.5,10.0,1.3347,0.03286
100000,KAP6.5,11.0,1.3333,0.04159
100000,KAP6.5,12.0,1.3201,0.05422
100000,KAP6.5,13.0,1.2871,0.07155
100000,KAP6.5,14.0,1.2206,0.09466
100000,KAP6.5,15.0,1.1446,0.12573
100000,KAP6.5,16.0,1.0822,0.16319
100000,KAP6.5,17.0,1.0592,0.19452
100000,KAP6.5,18.0,1.0573,0.22142
100000,KAP6.5,19.0,1.0651,0.24668
100000,KAP6.5,20,1.0651,0.24668
100000,KAP65,0.0,0.624,0.01909
100000,KAP65,1.0,0.7515,0.01873
100000,KAP65,2.0,0.868,0.01745
100000,KAP65,3.0,0.9823,0.01796
100000,KAP65,4.0,1.09,0.01891
100000,KAP65,5.0,1.1847,0.02002
100000,KAP65,6.0,1.2823,0.02131
100000,KAP65,7.0,1.3719,0.02306
100000,KAP65,8.0,1.4564,0.02469
100000,KAP65,9.0,1.5278,0.02695
100000,KAP65,10.0,1.5841,0.02957
100000,KAP65,11.0,1.5908,0.03287
100000,KAP65,12.0,1.5646,0.03911
100000,KAP65,13.0,1.5368,0.04944
100000,KAP65,14.0,1.5038,0.06429
100000,KAP65,15.0,1.4571,0.08533
100000,KAP65,16.0,1.4143,0.10925
100000,KAP65,17.0,1.3441,0.1426
100000,KAP65,18.0,1.2032,0.21055
100000,KAP65,19.0,1.1876,0.24293
100000,KAP65,20.0,1.194,0.271
100000,kap66,0.0,0.8179,0.02469
100000,kap66,1.0,1.0162,0.01956
100000,kap66,2.0,1.1984,0.01755
100000,kap66,3.0,1.3338,0.01888
100000,kap66,4.0,1.4457,0.02105
100000,kap66,5.0,1.5482,0.02343
100000,kap66,6.0,1.6467,0.02603
100000,kap66,7.0,1.74,0.0287
100000,kap66,8.0,1.7961,0.02929
100000,kap66,9.0,1.8288,0.03119
100000,kap66,10.0,1.8467,0.03452
100000,kap66,11.0,1.8177,0.04309
100000,kap66,12.0,1.7491,0.06076
100000,kap66,13.0,1.6876,0.08333
100000,kap66,14.0,1.6371,0.10853
100000,kap66,15.0,1.6067,0.13115
100000,kap66,16.0,1.6198,0.14427
100000,kap66,17.0,1.6059,0.16477
100000,kap66,18.0,1.5683,0.19284
100000,kap66,19.0,1.4748,0.2537
100000,kap66,20.0,1.4567,0.29805
100000,KAP69,0.0,0.9744,0.01927
100000,KAP69,1.0,1.093,0.02029
100000,KAP69,2.0,1.1949,0.02132
100000,KAP69,3.0,1.2964,0.02311
100000,KAP69,4.0,1.3993,0.02548
100000,KAP69,5.0,1.5005,0.02884
100000,KAP69,6.0,1.5931,0.03182
100000,KAP69,7.0,1.6743,0.03634
100000,KAP69,8.0,1.7604,0.03932
100000,KAP69,9.0,1.8072,0.04451
100000,KAP69,10.0,1.8753,0.04765
100000,KAP69,11.0,1.9541,0.04868
100000,KAP69,12.0,1.9388,0.05188
100000,KAP69,13,1.895,0.061134999999999995
100000,KAP69,14.0,1.8512,0.07039
100000,KAP69,15,1.61445,0.13724
100000,KAP69,16,1.4960749999999998,0.170665
100000,KAP69,17.0,1.3777,0.20409
100000,KAP69,18.0,1.3598,0.23053
100000,KAP69,19.0,1.3483,0.25929
100000,KAP69,20.0,1.3694,0.28312
100000,KAp707,0,0.7696,0.02459
100000,KAp707,1.0,0.7696,0.02459
100000,KAp707,2.0,0.8795,0.0227
100000,KAp707,3.0,0.9902,0.02099
100000,KAp707,4.0,1.1001,0.02131
100000,KAp707,5.0,1.2051,0.02187
100000,KAp707,6.0,1.3055,0.02241
100000,KAp707,7.0,1.3997,0.02336
100000,KAp707,8.0,1.4885,0.0249
100000,KAp707,9.0,1.5496,0.02728
100000,KAp707,10.0,1.5978,0.0307
100000,KAp707,11.0,1.6295,0.03592
100000,KAp707,12.0,1.6384,0.04235
100000,KAp707,13.0,1.6158,0.04962
100000,KAp707,14.0,1.5884,0.0611
100000,KAp707,15.0,1.5406,0.07674
100000,KAp707,16.0,1.4888,0.09602
100000,KAp707,17.0,1.2852,0.15434
100000,KAp707,18.0,1.1751,0.20997
100000,KAp707,19.0,1.1933,0.22229
100000,KAp707,20.0,1.1524,0.27069
100000,KAP717,0.0,0.5538,0.02551
100000,KAP717,1.0,0.7223,0.0207
100000,KAP717,2.0,0.9258,0.0172
100000,KAP717,3.0,1.0547,0.01755
100000,KAP717,4.0,1.1668,0.01861
100000,KAP717,5.0,1.275,0.02019
100000,KAP717,6.0,1.3602,0.02206
100000,KAP717,7.0,1.4523,0.02416
100000,KAP717,8.0,1.5274,0.02623
100000,KAP717,9.0,1.5906,0.02778
100000,KAP717,10.0,1.6322,0.02949
100000,KAP717,11.0,1.6421,0.03188
100000,KAP717,12.0,1.6103,0.03722
100000,KAP717,13.0,1.581,0.04676
100000,KAP717,14.0,1.572,0.05798
100000,KAP717,15.0,1.5268,0.07256
100000,KAP717,16.0,1.4751,0.09181
100000,KAP717,17.0,1.4169,0.11605
100000,KAP717,18.0,1.3625,0.14282
100000,KAP717,19.0,1.1664,0.23251
100000,KAP717,20.0,1.2112,0.22676
100000,kap727,0.0,0.4608,0.02046
100000,kap727,1.0,0.6585,0.01553
100000,kap727,2.0,0.8016,0.01428
100000,kap727,3.0,0.8956,0.01447
100000,kap727,4.0,0.977,0.01681
100000,kap727,5.0,1.0516,0.02113
100000,kap727,6,1.1567500000000002,0.02672
100000,kap727,7,1.2093250000000002,0.029515
100000,kap727,8.0,1.2619,0.03231
100000,kap727,9.0,1.3038,0.03826
100000,kap727,10.0,1.3421,0.04706
100000,kap727,11.0,1.3376,0.05918
100000,kap727,12.0,1.2858,0.07663
100000,kap727,13.0,1.2087,0.10302
100000,kap727,14.0,1.1275,0.14077
100000,kap727,15,1.11685,0.18710500000000002
100000,kap727,16,1.1115249999999999,0.21027250000000003
100000,kap727,17.0,1.1062,0.23344
100000,kap727,18,1.1062,0.23344
100000,kap727,19,1.1062,0.23344
100000,kap727,20,1.1062,0.23344
100000,KAP737,0.0,0.4166,0.0195
100000,KAP737,1.0,0.5894,0.01804
100000,KAP737,2.0,0.7583,0.01697
100000,KAP737,3.0,0.9102,0.01585
100000,KAP737,4.0,1.0202,0.01594
100000,KAP737,5.0,1.1222,0.01692
100000,KAP737,6.0,1.202,0.01844
100000,KAP737,7.0,1.2778,0.0206
100000,KAP737,8.0,1.3005,0.02737
100000,KAP737,9.0,1.3514,0.03425
100000,KAP737,10.0,1.3733,0.05109
100000,KAP737,11.0,1.3272,0.06733
100000,KAP737,12.0,1.2611,0.08531
100000,KAP737,13.0,1.1906,0.10987
100000,KAP737,14.0,1.1096,0.15319
100000,KAP737,15.0,1.0765,0.1897
100000,KAP737,16.0,1.1004,0.21763
100000,KAP737,17,1.11475,0.24974
100000,KAP737,18,1.121925,0.265795
100000,KAP737,19.0,1.1291,0.28185
100000,KAP737,20.0,1.1491,0.31504
100000,KAp747,0.0,0.5679,0.01622
100000,KAp747,1.0,0.7147,0.0134
100000,KAp747,2.0,0.8283,0.01425
100000,KAp747,3.0,0.9304,0.01574
100000,KAp747,4.0,1.0267,0.01714
100000,KAp747,5.0,1.1231,0.01836
100000,KAp747,6,1.2026,0.01942
100000,KAp747,7.0,1.2821,0.02048
100000,KAp747,8.0,1.328,0.02593
100000,KAp747,9.0,1.3898,0.02922
100000,KAp747,10.0,1.4119,0.03407
100000,KAp747,11.0,1.3838,0.04352
100000,KAp747,12.0,1.3671,0.05615
100000,KAp747,13.0,1.358,0.07371
100000,KAp747,14.0,1.2996,0.0987
100000,KAp747,15.0,1.2294,0.12955
100000,KAp747,16.0,1.164,0.16639
100000,KAp747,17,1.14745,0.20192
100000,KAp747,18.0,1.1309,0.23745
100000,KAp747,19.0,1.1367,0.26963
100000,KAp747,20.0,1.0086,0.31531
100000,KAP757,0,0.4542,0.02503
100000,KAP757,1.0,0.4542,0.02503
100000,KAP757,2.0,0.6522,0.02158
100000,KAP757,3.0,0.8311,0.01844
100000,KAP757,4.0,1.0116,0.01547
100000,KAP757,5.0,1.1213,0.01593
100000,KAP757,6.0,1.1899,0.01788
100000,KAP757,7.0,1.2232,0.02126
100000,KAP757,8.0,1.2855,0.0238
100000,KAP757,9.0,1.3268,0.02807
100000,KAP757,10.0,1.3558,0.03302
100000,KAP757,11.0,1.3497,0.04187
100000,KAP757,12.0,1.3286,0.05499
100000,KAP757,13.0,1.2881,0.07284
100000,KAP757,14.0,1.2203,0.09714
100000,KAP757,15.0,1.1459,0.13003
100000,KAP757,16.0,1.0875,0.16682
100000,KAP757,17.0,1.0672,0.19808
100000,KAP757,18.0,1.0669,0.22515
100000,KAP757,19.0,1.0756,0.25069
100000,KAP757,20,1.0756,0.25069
100000,KAP767,0.0,0.5533,0.01916
100000,KAP767,1.0,0.7006,0.01604
100000,KAP767,2.0,0.8326,0.01574
100000,KAP767,3.0,0.9512,0.01559
100000,KAP767,4.0,1.0486,0.01561
100000,KAP767,5.0,1.1459,0.01655
100000,KAP767,6,1.20865,0.018935
100000,KAP767,7.0,1.2714,0.02132
100000,KAP767,8.0,1.3401,0.02429
100000,KAP767,9.0,1.3858,0.02897
100000,KAP767,10.0,1.4058,0.03516
100000,KAP767,11.0,1.3849,0.04624
100000,KAP767,12.0,1.3682,0.06189
100000,KAP767,13.0,1.3166,0.08339
100000,KAP767,14.0,1.2444,0.11248
100000,KAP767,15.0,1.172,0.15154
100000,KAP767,16.0,1.1331,0.1896
100000,KAP767,17.0,1.1264,0.221
100000,KAP767,18.0,1.1329,0.24956
100000,KAP767,19,1.1329,0.24956
100000,KAP767,20,1.1329,0.24956
100000,kap76,0.0,0.5533,0.02615
100000,kap76,1.0,0.6952,0.02563
100000,kap76,2.0,0.875,0.02189
100000,kap76,3.0,1.0223,0.02094
100000,kap76,4.0,1.1816,0.01929
100000,kap76,5.0,1.2918,0.01875
100000,kap76,6.0,1.3726,0.01973
100000,kap76,7.0,1.4486,0.02224
100000,kap76,8.0,1.5273,0.0258
100000,kap76,9.0,1.5952,0.02977
100000,kap76,10.0,1.6204,0.03266
100000,kap76,11.0,1.5987,0.03692
100000,kap76,12.0,1.5677,0.04689
100000,kap76,13.0,1.5195,0.06387
100000,kap76,14.0,1.498,0.08379
100000,kap76,15.0,1.4433,0.10825
100000,kap76,16.0,1.3548,0.14355
100000,kap76,17.0,1.2563,0.19404
100000,kap76,18.0,1.2427,0.22861
100000,kap76,19.0,1.2433,0.27318
100000,kap76,20.0,1.2479,0.31334
100000,KAP777,0.0,0.6219,0.01782
100000,KAP777,1,0.77015,0.016309999999999998
100000,KAP777,2.0,0.9184,0.0148
100000,KAP777,3.0,1.0249,0.01661
100000,KAP777,4.0,1.1123,0.01771
100000,KAP777,5.0,1.206,0.01904
100000,KAP777,6.0,1.267,0.01989
100000,KAP777,7.0,1.3356,0.02193
100000,KAP777,8.0,1.3659,0.02767
100000,KAP777,9.0,1.3451,0.03569
100000,KAP777,10.0,1.3748,0.04476
100000,KAP777,11.0,1.3852,0.05782
100000,KAP777,12.0,1.3346,0.07546
100000,KAP777,13.0,1.2501,0.10141
100000,KAP777,14.0,1.1526,0.13974
100000,KAP777,15,1.1526,0.13974
100000,KAP777,16,1.1526,0.13974
100000,KAP777,17,1.1526,0.13974
100000,KAP777,18,1.1526,0.13974
100000,KAP777,19,1.1526,0.13974
100000,KAP777,20,1.1526,0.13974
100000,KAP787,0.0,0.2826,0.04011
100000,KAP787,1.0,0.4882,0.02991
100000,KAP787,2.0,0.6261,0.02697
100000,KAP787,3.0,0.8125,0.02439
100000,KAP787,4.0,0.9668,0.0227
100000,KAP787,5.0,1.1222,0.02007
100000,KAP787,6.0,1.235,0.01874
100000,KAP787,7.0,1.307,0.01908
100000,KAP787,8.0,1.3332,0.02211
100000,KAP787,9.0,1.3203,0.02902
100000,KAP787,10.0,1.376,0.03772
100000,KAP787,11.0,1.4349,0.04966
100000,KAP787,12.0,1.415,0.06238
100000,KAP787,13.0,1.3484,0.07842
100000,KAP787,14.0,1.2429,0.10392
100000,KAP787,15.0,1.0968,0.16039
100000,KAP787,16.0,1.0791,0.20663
100000,KAP787,17.0,1.0643,0.21809
100000,KAP787,18.0,1.1016,0.23517
100000,KAP787,19.0,1.1179,0.26373
100000,KAP787,20.0,1.1148,0.26588
100000,KAP797,0.0,0.2958,0.02277
100000,KAP797,1.0,0.4221,0.02368
100000,KAP797,2.0,0.5515,0.02426
100000,KAP797,3.0,0.6868,0.02417
100000,KAP797,4.0,0.8419,0.02272
100000,KAP797,5.0,1.0116,0.01991
100000,KAP797,6.0,1.1245,0.01859
100000,KAP797,7.0,1.2032,0.01872
100000,KAP797,8.0,1.2205,0.02185
100000,KAP797,9.0,1.2108,0.029
100000,KAP797,10.0,1.285,0.03751
100000,KAP797,11.0,1.3424,0.05218
100000,KAP797,12.0,1.3204,0.06275
100000,KAP797,13.0,1.2486,0.07958
100000,KAP797,14.0,1.136,0.10753
100000,KAP797,15,1.136,0.10753
100000,KAP797,16,1.136,0.10753
100000,KAP797,17,1.136,0.10753
100000,KAP797,18,1.136,0.10753
100000,KAP797,19,1.136,0.10753
100000,KAP797,20,1.136,0.10753
100000,KAP800,0.0,0.4304,0.02569
100000,KAP800,1.0,0.6202,0.01862
100000,KAP800,2.0,0.793,0.01652
100000,KAP800,3.0,0.9261,0.01533
100000,KAP800,4.0,1.0515,0.01519
100000,KAP800,5.0,1.1458,0.01632
100000,KAP800,6.0,1.2136,0.01783
100000,KAP800,7.0,1.2675,0.02145
100000,KAP800,8.0,1.3364,0.02426
100000,KAP800,9.0,1.3794,0.02883
100000,KAP800,10.0,1.4053,0.03475
100000,KAP800,11.0,1.3871,0.04573
100000,KAP800,12.0,1.3702,0.06116
100000,KAP800,13.0,1.317,0.08232
100000,KAP800,14.0,1.2442,0.11117
100000,KAP800,15.0,1.1711,0.14974
100000,KAP800,16.0,1.1306,0.18776
100000,KAP800,17.0,1.123,0.21914
100000,KAP800,18.0,1.129,0.24758
100000,KAP800,19,1.0699999999999998,0.282185
100000,KAP800,20.0,1.011,0.31679
100000,KAP801,0,0.4597,0.02826
100000,KAP801,1.0,0.4597,0.02826
100000,KAP801,2.0,0.6075,0.02426
100000,KAP801,3.0,0.7442,0.02413
100000,KAP801,4.0,0.8984,0.02267
100000,KAP801,5.0,1.0607,0.02
100000,KAP801,6.0,1.1764,0.01862
100000,KAP801,7.0,1.252,0.01884
100000,KAP801,8.0,1.2775,0.02184
100000,KAP801,9.0,1.2668,0.02879
100000,KAP801,10.0,1.3302,0.03734
100000,KAP801,11.0,1.3921,0.05074
100000,KAP801,12.0,1.372,0.0624
100000,KAP801,13.0,1.3039,0.07882
100000,KAP801,14.0,1.1961,0.10529
100000,KAP801,15.0,1.0502,0.16362
100000,KAP801,16.0,1.0421,0.206
100000,KAP801,17.0,1.032,0.2169
100000,KAP801,18.0,1.08,0.23709
100000,KAP801,19.0,1.0815,0.25771
100000,KAP801,20.0,1.0879,0.26583
100000,KAP802,0.0,0.3917,0.02218
100000,KAP802,1.0,0.5631,0.01969
100000,KAP802,2.0,0.7233,0.01862
100000,KAP802,3.0,0.8727,0.01749
100000,KAP802,4.0,0.9849,0.01778
100000,KAP802,5.0,1.0971,0.01859
100000,KAP802,6.0,1.1941,0.02012
100000,KAP802,7.0,1.2815,0.02089
100000,KAP802,8.0,1.3575,0.02233
100000,KAP802,9.0,1.4042,0.0239
100000,KAP802,10,1.39295,0.030695
100000,KAP802,11.0,1.3817,0.03749
100000,KAP802,12.0,1.4047,0.04675
100000,KAP802,13.0,1.42,0.05796
100000,KAP802,14.0,1.3918,0.07378
100000,KAP802,15.0,1.3115,0.09705
100000,KAP802,16.0,1.0983,0.16495
100000,KAP802,17.0,1.0709,0.19838
100000,KAP802,18.0,1.0814,0.23876
100000,KAP802,19.0,1.072,0.24558
100000,KAP802,20,1.072,0.24558
100000,kap8,0.0,0.6634,0.02642
100000,kap8,1.0,0.8416,0.02228
100000,kap8,2,1.0313,0.01985
100000,kap8,3.0,1.221,0.01742
100000,kap8,4.0,1.3453,0.01895
100000,kap8,5.0,1.4538,0.02149
100000,kap8,6.0,1.5494,0.02431
100000,kap8,7.0,1.6334,0.02678
100000,kap8,8.0,1.717,0.02944
100000,kap8,9.0,1.767,0.03168
100000,kap8,10.0,1.7699,0.03359
100000,kap8,11.0,1.7524,0.0394
100000,kap8,12.0,1.6962,0.05334
100000,kap8,13.0,1.616,0.07632
100000,kap8,14.0,1.5867,0.09753
100000,kap8,15.0,1.5638,0.1191
100000,kap8,16.0,1.503,0.14889
100000,kap8,17.0,1.4161,0.19157
100000,kap8,18.0,1.379,0.23273
100000,kap8,19.0,1.3513,0.28315
100000,kap8,20.0,1.3541,0.31778
100000,kap900,0.0,0.6336,0.02606
100000,kap900,1.0,0.7899,0.02224
100000,kap900,2.0,0.8967,0.02036
100000,kap900,3.0,1.0056,0.0209
100000,kap900,4.0,1.1142,0.0213
100000,kap900,5.0,1.2183,0.02195
100000,kap900,6.0,1.3185,0.0225
100000,kap900,7.0,1.413,0.02337
100000,kap900,8.0,1.4987,0.02505
100000,kap900,9.0,1.5605,0.02739
100000,kap900,10.0,1.612,0.03129
100000,kap900,11.0,1.6351,0.03616
100000,kap900,12.0,1.643,0.04269
100000,kap900,13.0,1.6242,0.05071
100000,kap900,14.0,1.5918,0.06221
100000,kap900,15.0,1.5414,0.07875
100000,kap900,16.0,1.476,0.10055
100000,kap900,17.0,1.2187,0.17832
100000,kap900,18.0,1.1852,0.2109
100000,kap900,19.0,1.1854,0.2314
100000,kap900,20,1.1854,0.2314
100000,KAP901,0.0,0.0018,0.00016
100000,KAP901,1.0,-0.0313,0.00011
100000,KAP901,2.0,-0.0555,6e-05
100000,KAP901,3.0,-0.0811,2e-05
100000,KAP901,4.0,-0.0554,1e-05
100000,KAP901,5.0,-0.0693,0.0
100000,KAP901,6.0,-0.0568,0.0
100000,KAP901,7.0,-0.0695,0.0
100000,KAP901,8.0,-0.0117,0.0
100000,KAP901,9.0,-0.048,0.0
100000,KAP901,10.0,-0.0623,0.0
100000,KAP901,11.0,-0.058,0.0
100000,KAP901,12.0,-0.0542,0.0
100000,KAP901,13.0,-0.046,0.0
100000,KAP901,14.0,-0.0296,0.0
100000,KAP901,15.0,-0.0237,0.0
100000,KAP901,16.0,-0.0166,0.0
100000,KAP901,17.0,-0.0097,0.0
100000,KAP901,18.0,-0.0049,0.0
100000,KAP901,19.0,-0.002,0.0
100000,KAP901,20,-0.002,0.0
100000,KAp902,0.0,0.4053,0.03773
100000,KAp902,1.0,0.6514,0.02234
100000,KAp902,2.0,0.8106,0.01906
100000,KAp902,3.0,0.9617,0.01739
100000,KAp902,4.0,1.0684,0.01877
100000,KAp902,5.0,1.1661,0.0205
100000,KAp902,6.0,1.2608,0.02264
